mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,zcr,rms,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,speaker,session
-351.15198,127.195045,-6.2391353,47.152897,8.334611,11.658441,5.520714,13.425293,4.7664714,9.400126,0.031801876,5.3082614,-0.040419593,0.58133316,0.52766746,0.56202686,0.5997505,0.64890486,0.56954104,0.398392,0.38825828,0.40553668,0.47599962,0.58729506,0.58899915,20.386674662399535,12.187550883540712,12.988302875392202,15.653653572850617,16.336670315094796,18.651572321438476,19.47128615379933,0.06622869318181818,0.025085755,3.3740644,-0.9882608,0.5187795,0.28999615,-0.3946332,0.13033262,0.022417199,0.02815947,-0.3356339,-0.3568019,-0.22746895,0.15170607,-0.30148214,Drake,04
-255.96812,103.72009,-17.539778,66.47217,10.25065,8.387793,-7.868767,21.183855,-10.284837,12.730225,-8.238091,-2.4404042,-4.081991,0.40055692,0.56943727,0.6006555,0.5089896,0.48520175,0.45426,0.34780514,0.30360088,0.26960087,0.32020643,0.37009555,0.38572007,23.03671844544137,16.12662124725222,14.792248273429827,15.155245354041716,17.74057266735502,21.011546786410698,24.92990739909469,0.11060680042613637,0.04220956,5.671994,-1.720667,0.043288264,0.35799968,-0.66860604,-0.12482247,-0.5325628,0.64397925,-0.47839165,-0.053885367,-0.5350185,0.111272745,-0.43389475,Drake,04
-245.31802,110.4248,-18.677036,61.735165,13.167065,11.363041,-8.898656,20.802824,-13.843421,12.284555,-8.502633,-5.202154,-2.499863,0.50750536,0.653411,0.53913164,0.38364032,0.31916204,0.30904886,0.32736441,0.3359616,0.38595438,0.44430324,0.48697546,0.45666745,21.657621769923267,14.696568887344183,15.724116057095932,15.5770247326926,17.42096646911721,21.065701855171383,24.84849797051643,0.09744540127840909,0.040295526,0.039926704,-1.1746173,0.14596869,-0.025792046,-0.19848585,1.1103815,-0.40899208,-0.4334092,0.25433835,-0.47579068,0.37490094,-0.19858001,0.23244904,Drake,04
-261.30478,111.854706,-14.234733,60.48086,11.286948,22.805687,-5.237273,16.462887,-15.83921,13.587591,-10.632839,-3.7252877,0.72803503,0.36931852,0.3637127,0.3492977,0.31995952,0.35701302,0.38772666,0.22177501,0.22612953,0.27452874,0.44464082,0.7622,0.5799088,20.467934336777567,15.824282158614666,15.954507021885489,15.87424990085093,17.47336107365174,21.342481063844726,25.276066667823205,0.09065385298295454,0.038311813,2.1619365,-2.5285642,0.54782504,0.25299785,-0.84969544,0.3764407,-0.005239801,-1.1655608,-0.13538061,0.08543562,0.16231067,0.38318503,-0.5331569,Drake,04
-251.28638,102.749245,-18.67192,68.47287,10.807537,22.18855,-3.2865417,13.4804535,-16.105999,17.33214,-9.59319,-5.7940464,-0.4274805,0.34808424,0.31960964,0.2922495,0.23751165,0.30325845,0.38476458,0.2771478,0.33329728,0.4201274,0.64784116,0.8362262,0.5437183,21.54669197393604,15.672564979702422,15.100427473971349,15.30763452294687,18.25483854684448,21.373233593723107,25.497354383736248,0.10361550071022728,0.039704807,0.43136403,-1.1942267,0.38788617,-0.084497586,-1.5806073,0.22720753,0.040601887,-0.28203505,0.3423174,0.011076856,0.42836702,0.6836951,-0.31947786,Drake,04
-261.34494,111.375725,-18.412155,55.056828,3.6789496,18.592134,-1.5678711,8.174644,-12.694525,18.21006,-4.708713,7.129877,-1.3401632,0.62712497,0.61604077,0.5366533,0.42041448,0.34063315,0.38863313,0.40693596,0.4625893,0.53649586,0.631956,0.5793868,0.54748327,21.83712759507797,12.340852087780776,14.612156827379682,14.789816892563236,17.308598387391438,20.90900261823207,24.239075433260776,0.095458984375,0.03371877,-1.6457747,-0.46168116,-0.75423604,0.17231469,0.45517704,-0.027103988,0.09776735,-0.067625076,0.44546005,0.21028805,0.18744168,-0.15972641,0.4297367,Drake,04
-234.09955,140.61366,-40.670334,42.67269,8.126098,-1.0028176,0.67890435,12.458716,-21.691448,23.893663,-2.5286925,11.060783,10.530747,0.52415365,0.43087637,0.398477,0.3248304,0.27184463,0.33527482,0.27702945,0.2709105,0.31906688,0.49049836,0.5318316,0.48874053,22.48745176317751,15.824325190296683,16.995059913047818,16.07216602885528,17.653788219999345,25.67685851537618,24.2541402540882,0.07639382102272728,0.05518079,-3.0717025,-1.1266285,1.0667696,1.4081608,0.28397515,-0.27897584,0.34569812,0.6926472,0.74772686,0.33054936,-0.98219055,-0.4340021,-0.19546404,Drake,04
-256.79437,152.10898,-42.737278,57.417614,22.538094,-14.369379,2.4443574,25.032997,-20.000105,19.718082,-6.2124314,1.8796531,8.481706,0.2970893,0.43695003,0.44896317,0.39738026,0.29257405,0.3246708,0.37878102,0.33622858,0.30380437,0.2877123,0.46190608,0.3992159,22.959367573055435,18.362869558246395,17.12968806674531,16.35666578995256,17.801273410245813,27.04547144423043,23.463599554642034,0.0660400390625,0.053584896,-2.597833,-0.61659425,0.71175855,1.8967363,1.3569728,-0.024437936,-0.42604408,-0.39973414,0.18820967,-0.58079153,-0.41368148,-0.51178604,-0.620591,Drake,04
-360.0081,160.59933,-23.985418,55.902805,22.18797,-5.900453,7.630467,22.246609,-2.5812306,13.54091,-6.422562,4.7288647,-1.4714576,0.5118639,0.6119228,0.67359525,0.5247719,0.43719903,0.49448335,0.47028455,0.4921706,0.5156588,0.47630155,0.5789899,0.5643347,20.5470656867386,13.567857120573432,15.167304301259424,15.603196345475114,16.42964007988672,22.390839884414017,18.82931020106665,0.04103781960227273,0.021824492,-0.9350811,-0.6548061,0.23707013,-0.41107446,-0.62263465,0.31785697,-0.083239265,-0.17812695,0.35675403,0.10253913,0.3845514,0.26519144,-0.032888725,Drake,04
-365.4084,165.3647,-22.737139,40.086502,17.76054,3.1514924,6.7471895,14.476773,0.39081123,13.113778,-0.6442178,4.628239,1.8533481,0.58254397,0.6086841,0.58403236,0.55443454,0.534447,0.5548538,0.49129197,0.5381226,0.65213877,0.60935503,0.6670951,0.5997212,20.416904556129257,10.985269638566763,14.73278186267458,15.771792433941952,16.285659254617745,20.050624294459695,17.242008437941305,0.02911931818181818,0.021887802,1.0279857,0.8116731,-0.2989834,-0.71239734,-0.9357031,0.172081,-0.08090703,0.2015181,-0.15610093,0.25199804,0.34232983,0.45126688,0.05259334,Drake,04
-272.98114,164.86383,-37.04697,31.128284,19.179714,3.8239388,2.1492798,7.934543,-19.693108,12.8674135,-2.400899,2.798879,8.949958,0.48783925,0.46369675,0.47063157,0.431614,0.4303342,0.43153927,0.42907712,0.57243013,0.5630984,0.4715288,0.44018137,0.43487397,22.265600694655788,13.031030496226897,17.048473194425508,15.627161633362244,17.37843509089291,23.41360255978352,22.51945063768325,0.05235706676136364,0.05300176,2.3405945,0.8429373,0.29999852,-0.57393515,0.040445592,0.7323826,-0.2359778,-0.16987433,-0.92371154,-0.35175472,-0.189245,0.021519559,-0.21890692,Drake,04
-225.99756,133.22977,-33.33167,38.018005,12.112048,14.475905,-2.3552802,9.138412,-28.487083,13.783499,-7.9744105,2.54954,5.45034,0.52888006,0.41988805,0.38120478,0.34557492,0.314037,0.4268119,0.61412454,0.51774484,0.34929827,0.3752635,0.45490858,0.56972945,22.01046514431994,15.928166939297794,17.250732080768152,17.041976508405764,18.263051882946787,22.395194507012526,25.59999025905263,0.09669078480113637,0.056772187,-2.11713,0.04241692,2.0970995,0.26976517,0.05076987,0.8515469,0.3519023,-0.20521025,-0.0021472736,-1.1493527,-0.80594426,-1.0416405,-0.08283285,Drake,04
-241.14552,112.58889,-23.852863,47.585354,11.755109,20.903044,-3.6905997,15.154664,-32.20071,9.530143,-8.422099,1.5793923,-0.25966313,0.4604535,0.44474393,0.3533873,0.30643398,0.27183,0.36693037,0.6540943,0.69127345,0.511529,0.38169068,0.35290048,0.4277883,19.90264279247013,14.56752837508871,17.59928891715789,17.12932455949668,18.13707085909898,20.16246892867502,25.7758341681083,0.10945268110795454,0.03951889,0.59506243,-2.7371027,0.679968,0.78380316,0.11890967,-0.33030865,-0.5871616,0.6507356,1.0275773,-0.25751075,-0.070873156,0.28864804,0.1670977,Drake,04
-259.36664,146.84772,-43.42544,49.79161,32.297165,6.8474813,-3.3598526,11.485592,-31.359785,12.610862,-3.940509,-1.2124486,3.892232,0.236996,0.34860906,0.35412014,0.21398172,0.21960291,0.24129294,0.4092327,0.5282249,0.5361688,0.5189676,0.36755475,0.27997753,20.25713702182655,15.94780165351991,19.79710362720723,16.84151722635643,18.21181046036112,23.270589174948874,23.015040512294114,0.08443936434659091,0.039795518,-2.3854346,0.1306896,-0.571673,1.7315925,1.2481071,-1.1704711,-0.6892753,0.5094997,0.51901716,0.36718005,-0.16647597,-0.14711525,0.39306575,Drake,04
-283.09467,165.99966,-49.16373,54.129917,43.993923,-2.989815,-5.2274127,4.791781,-24.405174,19.120872,-12.376785,3.235061,7.4927416,0.346726,0.36012447,0.33593816,0.2291131,0.23954894,0.19120951,0.18859409,0.27488726,0.52882487,0.63341606,0.5086172,0.50537175,21.10231661490258,14.618236682611267,19.921393533196042,16.75157911134016,19.16486747928811,25.53460329776035,21.51062092975404,0.063720703125,0.03909107,-2.0786467,0.7786079,0.50996804,0.024425799,0.04054797,-0.08169529,0.1852505,0.2361157,-0.28214246,-0.3981416,-0.18578468,0.20785818,0.31558952,Drake,04
-342.18298,166.97081,-27.767622,45.949062,27.440264,1.2031465,3.4948328,6.9212832,-11.665362,13.25596,-9.94919,10.660736,7.529405,0.5811806,0.5341375,0.46440732,0.43015042,0.41147605,0.38014153,0.35233802,0.43353975,0.6149519,0.54321,0.658402,0.65047044,20.71953374796939,12.111246359674498,18.053775440529275,16.59058738659489,16.65635108864511,21.984917061426923,18.63468399236584,0.03761985085227273,0.02810123,-2.0449076,1.5685207,1.4198322,-1.1618277,-1.349284,0.69164103,0.82333624,-0.23528515,0.07527204,-0.42330486,0.9605992,0.56816936,-0.1460934,Drake,04
-343.63657,173.17838,-22.524284,46.201023,17.241804,4.985996,8.41384,8.653604,-8.355499,15.26469,-7.5700088,6.358726,0.82693785,0.58292395,0.5981893,0.4792194,0.46149263,0.44608644,0.49823847,0.4669341,0.524001,0.58976364,0.5800706,0.6126662,0.5073194,21.429062909520734,13.602056982070785,16.219555219857227,16.607964080402322,17.809931084633277,21.70081578745646,18.67282411232713,0.03232643821022727,0.029189497,1.0079474,-0.7547179,0.031579647,0.098007105,0.03403175,0.08647498,0.06986914,0.102653764,0.27016965,0.21636997,-0.56425595,-0.31225154,-0.10009544,Drake,04
-249.18335,158.26344,-28.214062,42.959476,13.640141,-3.8416014,4.7983456,5.0837574,-17.59671,18.021942,-15.387769,5.683914,2.5071077,0.39093897,0.4760679,0.3906787,0.37504452,0.2698292,0.27255768,0.31711507,0.34131077,0.46171668,0.45006955,0.49714488,0.40397766,21.3533867663679,16.13864740511339,17.312803949978203,17.463191317575056,19.5027722203761,25.39695512515897,22.966369308503573,0.06265536221590909,0.053460967,2.3925543,-0.17111863,-1.0908486,0.4876631,0.29898816,0.42150974,-0.020777686,-0.92557263,-0.8937657,-0.15319304,-0.2909614,0.7383612,0.5015425,Drake,04
-277.64075,123.201416,-9.298213,40.582146,-0.1554386,6.190044,7.1276264,10.527144,-9.523208,15.815299,-10.376684,14.359802,1.9937394,0.61964893,0.5123894,0.47977093,0.49733296,0.4046249,0.4107422,0.39617634,0.43786183,0.47916186,0.590488,0.64148444,0.5945297,20.517575417340012,14.36021473523398,15.343961102689072,16.800215166635112,16.88704396242554,21.461479041145026,23.33238373136861,0.09149724786931818,0.041266475,-1.2234731,-0.33112046,-0.79990387,-0.6259073,-0.039546706,0.44839638,0.43042383,-0.4221115,0.12028172,0.32246616,0.3006604,0.58090097,0.500537,Drake,04
-305.88,134.44038,-9.95159,46.68376,-1.5124848,3.3491228,12.872696,6.2343383,-14.697956,10.037607,-7.5102353,16.355772,5.415648,0.55998605,0.49344084,0.44298115,0.5204471,0.48290396,0.44569448,0.4256264,0.46177852,0.59706676,0.6794563,0.6184344,0.615693,20.02272356236121,11.576528005379487,15.946885470540632,17.08835084561102,16.573962478606493,21.934672280342582,21.805173660553418,0.07705965909090909,0.033645347,0.02734434,2.5204551,-1.5498173,-0.029643161,1.2234912,-0.22383188,-0.19180016,-0.6468552,-0.6065982,0.37383845,0.1384322,-1.0736886,0.45422494,Drake,04
